Name,Description,Application url
A&J Family Foundation - North Central Texas,"A&J Family Foundation - North Central Texas 
The A&J Family Foundation seeks improved health outcomes in our community through the growth of value–added, Integral Medicine–based healthcare services for medically underserved individuals and families in North Central Texas.
foundationcenter.org/grantmaker/ajf...",http://foundationcenter.org/grantmaker/ajfamily/
Albert and Margaret Alkek Foundation,"Albert and Margaret Alkek Foundation 
The Albert and Margaret Alkek Foundation was established to provide support for charitable, religious, scientific, literary and educational organizations and programs serving the people of the State of Texas. The Foundation accepts grant requests throughout the year and has no deadlines for submitted requests.
www.alkek.org/",http://www.alkek.org/
AmeriPoint Foundation,"AmeriPoint Foundation 
The AmeriPoint Foundation is a 501(c)(3) charitable foundation. It is committed to giving back to the community by supporting many local charities. In its inaugural year, AmeriPoint supported 20 non profits benefiting woman and children of Texas.
www.ameripointtitle.com/DesktopDefa...",http://www.ameripointtitle.com/DesktopDefault.aspx?tabid=410
Anadarko Oil & Gas Company - Texas & Multiple States,"Anadarko Oil & Gas Company - Texas & Multiple States 
Anadarko is committed to being the best exploration and production company, and we're equally committed to be an integral part of the communities where we operate through volunteer involvement and contributions to nonprofit organizations. Anadarko accepts grant proposals from nonprofit organizations within the communities we operate for work in: Education, Social service, Health, Arts and culture.
www.anadarko.com/Responsibility/Pag...",http://www.anadarko.com/Responsibility/Pages/PhilanthropicGuidelines.aspx
Andrews Foundation,"Andrews Foundation 
The Andrews Foundation was founded and endowed in 1996 as a private family foundation by Richard and Judith Andrews. The foundation the Andrews founded is for the philanthropic support and development in the following areas: 1. Child and Family Welfare– Education, Nutrition, Housing, and Mental and Physical Health. 2. Religious and Spiritual Development. 3. Disaster and Hunger Relief. 4. Development of and Assistance of Third World Communities in the...
www.andrewsfoundationhouston.org/",http://www.andrewsfoundationhouston.org/
Applied Materials Corporate Contributions - Multiple States,"Applied Materials Corporate Contributions - Multiple States 
Applied Materials measures its value as a global citizen in part by its efforts to strengthen the communities where it does business. In order to achieve our goals of providing leadership and making meaningful social contributions around the world, we aim to address specific community needs by supporting initiatives in Education, Civic Development, the Environment and Arts & Culture. We direct approximately 50% of grants to the area of Education, 25% t...
www.appliedmaterials.com/about/comm...",http://www.appliedmaterials.com/about/community_commitment.html
Bandera Community Foundation,"Bandera Community Foundation 
The Bandera Community Foundation (BCF) is about building community. It is a tax–exempt 501(c)(3) nonprofit corporation of grass roots volunteers committed to improving the quality of life in the Texas Hill Country. Areas of funding interest include Our donors have a wide variety of interests, including but not limited to: Community Improvement, Natural Resources Conservation, Education, Health Care, Human Services, Animal/Wildlife Protection, Arts an...
www.banderacommunityfoundation.org",http://www.banderacommunityfoundation.org/
Beaumont Foundation,"Beaumont Foundation 
The Foundation provides grants and scholarships to a broad range of charitable, religious and educational organizations across the United States. We support organizations that seek to improve lives by giving people the tools to become educated, healthy, and self–reliant through the grantmaking areas of Education, Health Care, Children and Youth Programs, Social Services (Food, Shelter and Clothing) and our Children of Fallen Heroes Program.
www.bmtfoundation.com",http://www.bmtfoundation.com/
Cailloux Foundation,"Cailloux Foundation 
The Cailloux Foundation has geographic boundaries for grant making. Only grant proposals originating in Kerr and the surrounding communities (Gillespie, Bandera, Edwards, Real, and Kimble Counties) will be considered. Grants are made in these fields–of–interest as they relate to the mission statement of the Foundation: Civic, Community Service, Cultural, Education, Child Development, Health & Rehabilitation, Animal Welfare.
www.caillouxfoundation.org/",http://www.caillouxfoundation.org/
Carl B. & Florence E. King Foundation,"Carl B. & Florence E. King Foundation 
The King Foundation distributes grants only to entities that serve residents of Arkansas and Texas. Within Texas, the Foundation is principally interested in the Dallas–Fort Worth area and West Texas. Within Arkansas, the foundation focuses on the southern and eastern portions of the state. The Foundation awards grants in the following areas: Aging Population, Arts, Culture and History, Children and Youth, Education, Economic Independence and Homeles...
www.kingfoundation.com",http://www.kingfoundation.com/
Chisholm Trail Communities Foundation,"Chisholm Trail Communities Foundation 
The Chisholm Trail Communities Foundation, in its grantmaking role, seeks to enrich the communities it serves. The community foundationâ€™s grantmaking represents the critical and emerging needs of the area rather than one particular cause. Areas of interest for our grantmaking program include the arts and culture, community development or community services, education, the environment, and health and human services. The community foundation will con...
www.chisholm-trail.org",http://www.chisholm-trail.org/
Clara Blackford Smith & W. Aubrey Smith Charitable Foundation,"Clara Blackford Smith & W. Aubrey Smith Charitable Foundation 
The Clara Blackford Smith & W. Aubrey Smith Charitable Foundation was established under her will to support and promote quality education, health care, and human services programming for underserved populations. Special consideration is given to charitable organizations that serve the people of Grayson County, Texas. The Foundation has four deadlines annually: March 1, June 1, September 1, and December 1. Areas of funding interest include Education; He...
www.bankofamerica.com/philanthropic...",http://www.bankofamerica.com/philanthropic/foundation.action?fnId=82
Communities Foundation of Texas,"Communities Foundation of Texas 
The Communities Foundation of Texas has surpassed $1 billion in total grantmaking through its most recent round of discretionary grants to 27 area nonprofit community organizations operating in the areas of education, health care, social services and the arts. In the past, the discretionary grant funds awarded by the Foundationâ€™s Trustees have been for nonprofit projects in the Greater Dallas Metropolitan area that are capital in nature, such as eq...
www.cftexas.org",http://www.cftexas.org/
Community Foundation of North Texas,"Community Foundation of North Texas 
The Community Foundation of North Texas is a collection of endowment funds and other gifts, contributed by many individual citizens, corporations, other foundations, other charitable organizations, and government agencies to benefit worthy causes in our community. Field of Interest include health, education, arts, youth services, scholarships, etc.
www.cfntx.org/",http://www.cfntx.org/
Cullen Foundation,"Cullen Foundation 
The Cullen Foundation (the ""Foundation"") supports a wide variety of charitable activities, including education, health, arts, and public service programs. Grants are restricted to Texas based organizations for programs in Texas, primarily in the Houston area. There are no application deadlines. Grant applications are accepted throughout the year.
www.cullenfdn.org",http://www.cullenfdn.org/
Dallas Foundation,"Dallas Foundation 
The Dallas Foundation awards grants for a broad array of charitable purposes in the areas of the arts, education, early childhood development, environment, health, aging, human and social services, and public/civic benefit that improve the well–being of the residents of the City and County of Dallas, Texas.
www.dallasfoundation.org",http://www.dallasfoundation.org/
Dallas Mavericks Foundation,"Dallas Mavericks Foundation 
It is the intention of the Dallas Mavericks Foundation to do what it can as a grant–making organization to help the Dallas–Fort Worth Metroplex be a nurturing environment within which human beings thrive. Because of the high–profile nature of the sport of basketball and its athletes, we have the opportunity to assist local youth projects and programs in increasing the opportunities for our youth to live healthy, fulfilling lives. With a s...
www.nba.com/mavericks/news/00405573...",http://www.nba.com/mavericks/news/00405573.html?nav=ArticleList
Dallas Women's Foundation,"Dallas Women's Foundation 
Dallas Women's Foundation seeks out and invests in organizations striving to create long–term, positive change. Research has shown that when you help a woman move up in society, you help her entire family. When you help a family break the cycle of poverty, you improve the health of the entire community. We seek to create systemic change by funding programs that meet the needs of our community.
www.dallaswomensfoundation.org/",http://www.dallaswomensfoundation.org/
East Texas Communities Foundation,"East Texas Communities Foundation 
The East Texas Communities Foundation was founded in 1989 by visionary leaders who saw the need for a community foundation to serve the people and communities of East Texas – Tyler/Smith County.
www.etcf.org",http://www.etcf.org/
Ed Rachal Foundation,"Ed Rachal Foundation 
The Foundation provides funds to nonprofit organizations in the State of Texas. Grants must be used for charitable, scientific, literary or educational purposes and strictly in accordance with the proposal and budget submitted.
www.edrachal.org",http://www.edrachal.org/
Esping Family Foundation - Dallas - Fort Worth,"Esping Family Foundation - Dallas - Fort Worth 
The Esping Family Foundation exists to help people and institutions of Dallas–Fort Worth, Texas help themselves and future generations. Under the terms of its charter, the Foundation can distribute grants only to qualified public entities or 501(c)(3) charities serving the people of Texas. The Foundation does not lend or grant money to individuals. Grants are made in four categories: Education, Human Services, Health, Art and Culture.
www.espingfamilyfoundation.org",http://www.espingfamilyfoundation.org/
Eugene Straus Charitable Trust,"Eugene Straus Charitable Trust 
The Eugene Straus Charitable Trust was established in 1974. Eugene Straus was born to a pioneer Dallas family who settled in Dallas County in the 1840â€™s. Mr. Straus was a successful homebuilder and real estate developer. He created this trust under his will for Dallas County charitable institutions to erect and maintain permanent building improvements. Areas of funding interest include Arts, Culture, & Humanities; Education; Environment; Health...
www.bankofamerica.com/philanthropic...",http://www.bankofamerica.com/philanthropic/foundation.action?fnId=78
"Exelon Corporation - IL, PA, TX, NJ, MD, MA","Exelon Corporation - IL, PA, TX, NJ, MD, MA 
In 2008, Exelon Corporation made over 3,000 grants totaling more than $25 million to non–profit organizations. Our employees donated nearly $4 million for the annual United Way campaign. We focus our corporate giving in four areas and give to the communities in which we live and serve and encourage our employees to support the organizations that they value. Areas of funding interest include Education, Environment, Neighborhood Development, Arts &...
www.exeloncorp.com/community/giving...",http://www.exeloncorp.com/community/givingandgrants/givingandgrants.aspx
First Choice Power Fund - Texas,"First Choice Power Fund - Texas 
Texas electric company First Choice Power supports the communities it serves through nonprofit and teacher grants that helps our customers and our community partners be more energy efficient.
www.firstchoicepower.com/texas-elec...",http://www.firstchoicepower.com/texas-electric.html
"Fluor Foundation - AK, CA, LA, NY. SC, NC, PA, TN, TX, VA, WA, Wash DC","Fluor Foundation - AK, CA, LA, NY. SC, NC, PA, TN, TX, VA, WA, Wash DC 
The Fluor Foundation has a long history of investing in communities, nonprofit organizations, and education. Since its inception in 1952, the foundation, along with Fluor Corporation, has contributed more than $145 million to projects around the world. Areas of funding interest include Education, Human Services, Culture, Public/Civic Affairs. Geographical focus areas: AK, CA, LA, NY. SC, NC, PA, TN, TX, VA, WA, Wash DC.
www.fluor.com/sustainability/commun...",http://www.fluor.com/sustainability/community/fluor_giving/Pages/default.aspx
Frees Foundation,"Frees Foundation 
The Frees Foundation reflects the philanthropic vision of C. Norman Frees and Shirley B. Frees by awarding grants primarily in the fields of community services, education, health, and housing. The mission of the Foundation is to support efforts that assist vulnerable and underserved populations achieve self–sufficiency. Emphasis will be given to projects which serve the needs of women, children, youth and families. Geographic preference includes the...
www.freesfoundation.org/",http://www.freesfoundation.org/
Greater Texas Foundation,"Greater Texas Foundation 
The foundation specific purposes are (1) to engage in educational activities for the benefit of students attending school in the state of Texas and/or students who are residents of the state of Texas and (2) to provide educational funding through loans, scholarships, and other means. The foundation is especially interested in partnering with private foundations, public charities or other non–profit organizations whose primary purpose and programs are...
greatertexasfoundation.org",http://greatertexasfoundation.org/
"Hallmark - MO, KS, CT, ILL, GA, TX","Hallmark - MO, KS, CT, ILL, GA, TX 
At Hallmark, community involvement begins with our hometowns. These include Kansas City, Mo., our corporate headquarters city, as well as locations where we operate production and distribution facilities: Liberty, Mo.; Lawrence, Leavenworth and Topeka, Kan.; Enfield, Conn.; Metamora, Ill.; Columbus, Ga.; and Center, Texas. Funding decisions are guided by a philanthropic vision based in the belief that people's lives are enriched through caring connect...
corporate.hallmark.com/Community/Ch...",http://corporate.hallmark.com/Community/Charitable-Giving
"Harris and Eliza Kempner Fund - Galveston, Texas","Harris and Eliza Kempner Fund - Galveston, Texas 
The Harris and Eliza Kempner Fund has deep roots in Galveston, where the family and its businesses have flourished, beginning with Harris Kempner's arrival in 1868. Annually more than 90% of the Fund's grants are awarded to organizations that benefit the people of Galveston. The grants cover the broad areas of arts, humanities and historic preservation, community development, education, health, and human services. Deadlines for receipt of proposa...
www.kempnerfund.org",http://www.kempnerfund.org/
Herzstein Foundation,"Herzstein Foundation 
The Herzstein Foundation by means of its grant program continues the work of Albert and Ethel Herzstein leaving their ""footprints"" by supporting charitable efforts that offer individuals opportunities for advancement through education, enrichment of the human spirit, and contribute to the quality of life in our society. Preference will be given to grant requests from eligible organizations in the Houston area or within the State of Texas.
www.herzsteinfoundation.org/",http://www.herzsteinfoundation.org/
J. E. and L. E. Mabee Foundation,"J. E. and L. E. Mabee Foundation 
The purposes of the Foundation are to aid Christian religious organizations, charitable organizations, institutions of higher learning, hospitals and other organizations of a general charitable nature. The Foundation has a geographical area of giving which includes only the states of Arkansas, Kansas, Missouri, New Mexico, Oklahoma, and Texas.
www.mabeefoundation.com",http://www.mabeefoundation.com/
Joe Barton Family Foundation - Texas 6th Congressional District,"Joe Barton Family Foundation - Texas 6th Congressional District 
The Joe Barton Family Foundation provides substantial financial support to select charitable organizations within Texasâ€™s 6th Congressional District to enable them to achieve aggressive goals that would have been otherwise unattainable. The intent of these large scale projects is to dramatically improve the quality of life for the affected individuals, leading to better lives and stronger Texas communities.
www.joebartonfamilyfoundation.org",http://www.joebartonfamilyfoundation.org/
KDK-Harman Foundation,"KDK-Harman Foundation 
KDK–Harman Foundationâ€™s mission and programming interests. The Foundation's program interests include tutoring, college access, GED certification, academically rigorous after–school and summer programs, and traditional education during the school day. In addition, KDK will favor those programs in the areas of math, science, and computer technology. For grantmaking purposes, the KDK–Harman Foundation is exclusively interested...
www.kdk-harman.org/",http://www.kdk-harman.org/
Kerr Foundation,"Kerr Foundation 
The Kerr Foundation supports 501(c)3 organizations, programs and institutions that provide new or enhanced opportunity to those within the granting areas, particularly the young. We believe that this is best accomplished in the areas of education, health, cultural development and community service. While preference is given to Oklahoma organizations and institutions, we recognize that such located outside the state and region can also have a beneficial imp...
www.thekerrfoundation.org",http://www.thekerrfoundation.org/
Kronkosky Charitable Foundation,"Kronkosky Charitable Foundation 
The Kronkosky Charitable Foundation was established by a Trust Agreement dated January 7, 1991. The Foundation received its principal funding of $295 million as a distribution from the estate of Mr. Albert Kronkosky, Jr. in August 1997. Areas of funding interest include Health & Human Services, Culture, Anumal Welfare. Change in Policy Relating to Letters of Inquiry. Effective September 5, 2009, Letters of Inquiry will only be accepted from 501(c)(3) n...
www.kronkosky.org",http://www.kronkosky.org/
Laredo Area Community Foundation,"Laredo Area Community Foundation 
The Laredo Area Community Foundation solicits and accepts grant application from organizations that meet our funding guidelines. In awarding grants, particularly consideration is given to established, ongoing programs as well as new, innovative proposals. Collaborate initiatives are encouraged. Projects should address root causes and work on large term solutions of identified social problems. Priories have been developed for he following five sectors: Soci...
laredofoundation.org",http://laredofoundation.org/
"Lubrizol Foundation - Cleveland, OH, Houston, TX","Lubrizol Foundation - Cleveland, OH, Houston, TX 
The mission of The Lubrizol Foundation is to complement and support the interests, values and vision of The Lubrizol Corporation by awarding financial support to educational institutions and charitable organizations in communities primarily within the United States where Lubrizol operates major facilities. The Foundation makes grants in support of education, health care, human services, civic, cultural, youth and environmental activities of a tax–exe...
www.lubrizol.com/OurCompany/Corpora...",http://www.lubrizol.com/OurCompany/CorporateResponsibility/Foundation.html
Luella Kemper Trust,"Luella Kemper Trust 
The Luella Kemper Trust was established in 1986 to support and promote quality education and human services programming for underserved populations. Special consideration is given to charitable organizations that serve the people of Grayson County, Texas.
www.bankofamerica.com/philanthropic...",http://www.bankofamerica.com/philanthropic/foundation.action?fnId=83
"M.B. & Edna Zale Foundation - TX, FL, OR, NY","M.B. & Edna Zale Foundation - TX, FL, OR, NY 
The M.B. & Edna Zale Foundation honors the tradition of its founders through grants that stimulate change. To accomplish this mission, the Foundation acts as a catalyst for collaboration and makes grants in communities where the Directors live or have an interest. Grants are made primarily in the communities of Dallas (Dallas County) and Houston (Harris County), Texas; Boca Raton, Florida; Portland, Oregon; and New York, New York including Long Island....
www.zalefoundation.org/",http://www.zalefoundation.org/
Marilyn Augur Family Foundation - Dallas,"Marilyn Augur Family Foundation - Dallas 
The Marilyn Augur Family Foundation gives priority to organizations serving basic human needs primarily in the geographical area of Dallas. The Board of Trustees defines these needs as food, shelter, clothing, health and education aimed at transforming lives of those living in poverty or in prison. Christian organizations that minister to the needy are of particular interest to the Foundation. The Foundation gives emphasis to children's programs.
www.maugur.org/",http://www.maugur.org/
Meadows Foundation,"Meadows Foundation 
The Meadows Foundation exists to assist people and institutions of Texas improve the quality and circumstance of life for themselves and future generations. Under the terms of its charter, the Foundation can distribute grants only to qualified public entities or 501(c)(3) charities serving the people of Texas. The Foundation does not lend or grant money to individuals. Grants are made in five categories: Arts and Culture, Civic and Public Affairs, Health,...
www.mfi.org/",http://www.mfi.org/
Minnie M. Jones Trust,"Minnie M. Jones Trust 
The Minnie M. Jones Trust was established in 1953 to support and promote quality education programming for underserved children. Special consideration is given to charitable organizations that serve the youth of Grayson County, Texas. The Trust has four deadlines annually: March 1, June 1, September 1, and December 1.
www.bankofamerica.com/philanthropic...",http://www.bankofamerica.com/philanthropic/foundation.action?fnId=86
Montgomery County Community Foundation,"Montgomery County Community Foundation 
The Montgomery County Community Foundation was established to create and build a permanent fund to provide for the present and future well–being of our community. The Foundation's area of interest: environment, health/wellness, youth education, social services, public safety, senior citizens, civic, cultural activities, and recreation.
www.mccfoundation.org",http://www.mccfoundation.org/
Moody Foundation,"Moody Foundation 
In 1996, the Foundation opened its first office outside of Galveston to assist in the grantmaking process for most of North Texas. While Austin and Dallas funding currently constitutes a small fraction of the Foundationâ€™s overall annual awards, the grantmaking directed to these cities continues to grow. In the Austin area, there is a particular emphasis on childrenâ€™s issues and environmental projects, and in Dallas, social services and arts...
www.moodyf.org",http://www.moodyf.org/
Nissan Foundation,"Nissan Foundation 
The Nissan Foundation was established in 1992. Its mission is to support educational programs that celebrate and foster appreciation and understanding for our diverse cultural heritage. The Foundation also seeks to maximize its investment in the community by enhancing career potential for young adults in the automotive industry. All organizations applying for funding through Nissan Neighbors must meet the following requirements: Support projects compatible...
www.nissanusa.com/about/corporate-i...",http://www.nissanusa.com/about/corporate-info/community-relations.html
"ONEOK Foundation - KS, OK, TX","ONEOK Foundation - KS, OK, TX 
Established in 1997 with an initial $4.5 million contribution from ONEOK, the ONEOK Foundation supports nonprofit organizations throughout our operating areas. Areas of funding interest include Education, Health and Human Services, Community Improvement, Arts & Culture. Geographical area of interest Kansas, Oklahoma, or Texas.
www.oneok.com/en/CorporateResponsib...",http://www.oneok.com/en/CorporateResponsibility/CommunityInvestments/ONEOKFoundation.aspx
OneStar Foundation,"OneStar Foundation 
OneStar Foundation supports the nonprofit sector and its stakeholders through initiatives that increase civic engagement, research, rigorous evaluation and nonprofit organizational excellence. Our goal is to achieve sustainable social impact throughout the larger nonprofit infrastructure.
www.onestarfoundation.org/",http://www.onestarfoundation.org/
Priddy Foundation,"Priddy Foundation 
The Priddy Foundation is dedicated to the support of programs in human services, education, the arts, and health, which offer significant potential for individual development and community improvement. The foundation makes grants principally in the following categories: Arts and Culture, Community Enhancement, Education, Health, Human Services, Youth Programs. The foundation considers grant applications from organizations in the Wichita Falls, Texas area....
www.priddyfdn.org",http://www.priddyfdn.org/
Rees-Jones Foundation,"Rees-Jones Foundation 
The Rees–Jones Foundation is a private foundation established primarily to benefit the people of North Texas. The Foundation primarily supports programs in the areas of human physical needs, affordable housing, economic development, employment, education, Christian spiritual development and health, specifically including mental health. The primary beneficiary group is vulnerable and underserved children, youth and families.
www.rees-jonesfoundation.org",http://www.rees-jonesfoundation.org/
Robert E. and Evelyn McKee Foundation,"Robert E. and Evelyn McKee Foundation 
The Robert E. and Evelyn McKee Foundation purpose includes to aid, provide, further, assist and make contributions, gifts, grants, or other forms of financial assistance exclusively to charitable corporations, organizations or associations organized and operating within the United States in the categories of Civic, Cultural and Religion, Education, Literature and Science, Hospitals, Medical, Medical Research and Mental Health. Rehabilitation and Welfare, Y...
www.mckeefoundation.org/",http://www.mckeefoundation.org/
Roy & Christine Sturgis Charitable Trust,"Roy & Christine Sturgis Charitable Trust 
The Roy & Christine Sturgis Charitable Trust was established in 1981 to support and promote quality educational, cultural, human services, and health care programming for all people. Grants are awarded to qualified charitable organizations in both Arkansas and Texas. Approximately 65% of the Trust's annual distributions are made within the state of Arkansas. The remaining 35% of grants are distributed within the state of Texas. For grants made wit...
www.bankofamerica.com/philanthropic...",http://www.bankofamerica.com/philanthropic/foundation.action?fnId=79
Ryan Foundation,"Ryan Foundation 
The Ryan Foundation is governed by a Board of Directors with 5 members all from Fort Worth. The mission of the Foundation is to support a wide variety of public charities in the State of Texas, with an emphasis on Tarrant County and Fort Worth as this is the lifelong home of the donors of the Foundation. Areas of interest include health care, human and social services, education, children services, and the arts. We do not make any grants to individuals.
www.ryanfoundation.com/",http://www.ryanfoundation.com/
Safeco - Dallas,"Safeco - Dallas 
Safeco realizes that the most vibrant and successful neighborhoods have three things in common: an economically strong foundation, the ability to protect that foundation, and a cohesiveness that makes them desirable places to live. Our funding priorities seek to build strength in each of these areas. We fund programs and organizations that play a role in: Building an economic foundation for strong neighborhoods, Helping neighborhoods flourish and thrive. S...
www.safeco.com/safeco/in_the_commun...",http://www.safeco.com/safeco/in_the_community/corporate_giving/community_grants.asp
Sammons Corporation - North Texas,"Sammons Corporation - North Texas 
We believe our success is grounded in our commitment to live and work responsibly, to make a positive difference. Sammons contributes to a variety of non–profit organizations that support the underserved, education, the arts and medicine. In addition to the money contributed through the Sammons Dallas Foundation, we have made a commitment to the North Texas area and the locations where Sammons companies conduct business.
www.sammonsenterprises.com/index.as...",http://www.sammonsenterprises.com/index.asp?strType=Content&strMenuId=6W4&strPage=corporate
Semmes Foundation,"Semmes Foundation 
Semmes Foundation, Inc. was established on July 21, 1952 to support �religious, charitable, scientific, and educational purposes.The majority of funds committed by the Foundation are in areas of interest to our directors. We are interested in the initiatives and operations of others and therefore accept and review unsolicited proposals with the following guidelines: A concise written proposal describing your project and justifying its funding shoul...
www.semmesfoundation.org",http://www.semmesfoundation.org/
Sequor Foundation,"Sequor Foundation 
The Sequor Foundation was formed as a Charitable Foundation to provide to support or to programs across the State of Texas serving children at risk of encountering difficulty on the journey to adulthood.
www.thesequorfoundation.org/",http://www.thesequorfoundation.org/
Sid W. Richardson Foundation,"Sid W. Richardson Foundation 
The Sid W. Richardson Foundation provides grants to nonprofit organizations in Texas to help them fulfill their missions. Grants are made primarily in education, healthcare, human services, and the arts.
www.sidrichardson.org/",http://www.sidrichardson.org/
Silverton Foundation - Texas & National Focus,"Silverton Foundation - Texas & National Focus 
The Silverton Foundation targets its grant making to serve disadvantaged and underserved populations. We seek organizations whose programs strive to empower people by providing training and resources which enable them to help themselves improve the quality of their lives. Programs providing services in the areas of health, education, social services and economic development are of primary interest to the Silverton Foundation. The Foundation is a private fa...
www.silvertonfoundation.org/",http://www.silvertonfoundation.org/
